# This is a data table for pyrolite computed using Perple_X.
# Independent variables are temperature and pressure.
# POINTS: 200 200
T(K)           P(bar)         s,J/K/kg       rho,kg/m3      alpha,1/K      cp,J/K/m3      vp,km/s        vs,km/s        h,J/kg        
  473.065        640704.        759.531        5013.81       0.129794E-004  0.463474E+007   12.6411        7.02604       0.138163E+007
  494.372        640704.        800.692        5012.41       0.132613E-004  0.473203E+007   12.6381        7.02322       0.140154E+007
  515.678        640704.        840.907        5010.98       0.135180E-004  0.482011E+007   12.6350        7.02034       0.142185E+007
  536.985        640704.        880.183        5009.52       0.137523E-004  0.490001E+007   12.6319        7.01741       0.144252E+007
  558.291        640704.        922.454        5007.84       0.139663E-004  0.497266E+007   12.6284        7.01329       0.146561E+007
  579.598        640704.        959.900        5006.34       0.141631E-004  0.503886E+007   12.6251        7.01026       0.148691E+007
  600.905        640704.        996.461        5004.82       0.143444E-004  0.509933E+007   12.6218        7.00719       0.150849E+007
  622.211        640704.        1032.16        5003.28       0.145116E-004  0.515469E+007   12.6185        7.00408       0.153032E+007
  643.518        640704.        1067.03        5001.72       0.146664E-004  0.520547E+007   12.6151        7.00093       0.155239E+007
  664.824        640704.        1106.89        4999.85       0.148088E-004  0.525209E+007   12.6114        6.99607       0.157838E+007
  686.131        640704.        1140.16        4998.26       0.149423E-004  0.529508E+007   12.6079        6.99285       0.160086E+007
  707.437        640704.        1172.69        4996.67       0.150668E-004  0.533476E+007   12.6045        6.98960       0.162352E+007
  728.744        640704.        1204.48        4995.06       0.151831E-004  0.537147E+007   12.6010        6.98633       0.164635E+007
  750.050        640704.        1235.58        4993.43       0.152922E-004  0.540548E+007   12.5974        6.98303       0.166934E+007
  771.357        640704.        1273.68        4991.41       0.153926E-004  0.543690E+007   12.5935        6.97754       0.169823E+007
  792.663        640704.        1303.45        4989.77       0.154889E-004  0.546625E+007   12.5899        6.97418       0.172151E+007
  813.970        640704.        1332.58        4988.12       0.155799E-004  0.549359E+007   12.5863        6.97080       0.174491E+007
  835.276        640704.        1361.11        4986.46       0.156658E-004  0.551911E+007   12.5826        6.96740       0.176844E+007
  856.583        640704.        1389.06        4984.79       0.157472E-004  0.554295E+007   12.5790        6.96398       0.179207E+007
  877.889        640704.        1426.04        4982.65       0.158216E-004  0.556505E+007   12.5748        6.95796       0.182405E+007
  899.196        640704.        1452.88        4980.97       0.158951E-004  0.558597E+007   12.5712        6.95449       0.184789E+007
  920.503        640704.        1485.12        4978.90       0.159618E-004  0.560532E+007   12.5669        6.94890       0.187740E+007
  941.809        640704.        1510.93        4977.20       0.160286E-004  0.562379E+007   12.5632        6.94539       0.190143E+007
  963.116        640704.        1536.25        4975.50       0.160926E-004  0.564118E+007   12.5594        6.94186       0.192555E+007
  984.422        640704.        1562.46        4973.79       0.161538E-004  0.565762E+007   12.5558        6.93835       0.195107E+007
  1005.73        640704.        1587.96        4972.12       0.162120E-004  0.567318E+007   12.5523        6.93509       0.197645E+007
  1027.04        640704.        1612.66        4970.40       0.162676E-004  0.568783E+007   12.5487        6.93161       0.200155E+007
  1048.34        640704.        1638.02        4968.77       0.163213E-004  0.570183E+007   12.5453        6.92858       0.202787E+007
  1069.65        640704.        1662.31        4967.06       0.163726E-004  0.571501E+007   12.5418        6.92521       0.205359E+007
  1090.95        640704.        1685.86        4965.33       0.164218E-004  0.572747E+007   12.5381        6.92168       0.207904E+007
  1112.26        640704.        1709.42        4963.59       0.164686E-004  0.573930E+007   12.5344        6.91814       0.210499E+007
  1133.57        640704.        1732.74        4961.85       0.165134E-004  0.575054E+007   12.5307        6.91460       0.213118E+007
  1154.87        640704.        1755.87        4960.11       0.165565E-004  0.576124E+007   12.5269        6.91108       0.215766E+007
  1176.18        640704.        1778.21        4958.36       0.165989E-004  0.577145E+007   12.5232        6.90749       0.218371E+007
  1197.49        640704.        1800.14        4956.60       0.166402E-004  0.578118E+007   12.5194        6.90387       0.220974E+007
  1218.79        640704.        1822.07        4954.85       0.166797E-004  0.579047E+007   12.5157        6.90028       0.223624E+007
  1240.10        640704.        1843.42        4953.09       0.167185E-004  0.579936E+007   12.5119        6.89663       0.226250E+007
  1261.41        640704.        1864.71        4951.33       0.167557E-004  0.580785E+007   12.5081        6.89300       0.228914E+007
  1282.71        640704.        1885.47        4949.57       0.167924E-004  0.581599E+007   12.5043        6.88933       0.231554E+007
  1304.02        640704.        1906.04        4947.80       0.168279E-004  0.582380E+007   12.5005        6.88567       0.234215E+007
  1325.33        640704.        1926.14        4946.03       0.168630E-004  0.583129E+007   12.4966        6.88195       0.236857E+007
  1346.63        640704.        1944.99        4944.25       0.168996E-004  0.583850E+007   12.4926        6.87809       0.239375E+007
  1367.94        640704.        1963.57        4942.46       0.169355E-004  0.584543E+007   12.4886        6.87421       0.241898E+007
  1389.25        640704.        1981.89        4940.67       0.169708E-004  0.585210E+007   12.4846        6.87032       0.244424E+007
  1410.55        640704.        1999.97        4938.88       0.170054E-004  0.585853E+007   12.4806        6.86641       0.246954E+007
  1431.86        640704.        2017.79        4937.09       0.170394E-004  0.586473E+007   12.4766        6.86249       0.249487E+007
  1453.17        640704.        2035.38        4935.29       0.170729E-004  0.587071E+007   12.4726        6.85856       0.252024E+007
  1474.47        640704.        2052.73        4933.49       0.171058E-004  0.587648E+007   12.4685        6.85463       0.254564E+007
  1495.78        640704.        2069.86        4931.69       0.171383E-004  0.588206E+007   12.4645        6.85067       0.257107E+007
  1517.09        640704.        2086.76        4929.88       0.171703E-004  0.588746E+007   12.4604        6.84671       0.259654E+007
  1538.39        640704.        2103.45        4928.08       0.172019E-004  0.589268E+007   12.4563        6.84273       0.262203E+007
  1559.70        640704.        2119.93        4926.27       0.172331E-004  0.589774E+007   12.4523        6.83874       0.264756E+007
  1581.01        640704.        2136.20        4924.45       0.172639E-004  0.590265E+007   12.4482        6.83475       0.267312E+007
  1602.31        640704.        2152.28        4922.64       0.172944E-004  0.590741E+007   12.4441        6.83074       0.269870E+007
  1623.62        640704.        2168.16        4920.82       0.173245E-004  0.591203E+007   12.4399        6.82672       0.272432E+007
  1644.92        640704.        2183.85        4919.00       0.173544E-004  0.591652E+007   12.4358        6.82269       0.274996E+007
  1666.23        640704.        2199.36        4917.18       0.173839E-004  0.592088E+007   12.4317        6.81865       0.277563E+007
  1687.54        640704.        2214.68        4915.35       0.174131E-004  0.592513E+007   12.4275        6.81460       0.280133E+007
  1708.84        640704.        2229.83        4913.53       0.174421E-004  0.592926E+007   12.4234        6.81053       0.282706E+007
  1730.15        640704.        2244.81        4911.70       0.174709E-004  0.593328E+007   12.4192        6.80646       0.285281E+007
  1751.46        640704.        2259.62        4909.87       0.174994E-004  0.593721E+007   12.4151        6.80237       0.287859E+007
  1772.76        640704.        2274.26        4908.03       0.175277E-004  0.594103E+007   12.4109        6.79827       0.290439E+007
  1794.07        640704.        2288.75        4906.20       0.175558E-004  0.594477E+007   12.4067        6.79417       0.293022E+007
  1815.38        640704.        2303.07        4904.36       0.175837E-004  0.594842E+007   12.4025        6.79005       0.295608E+007
  1836.68        640704.        2317.24        4902.52       0.176114E-004  0.595198E+007   12.3983        6.78592       0.298196E+007
  1857.99        640704.        2331.27        4900.68       0.176390E-004  0.595547E+007   12.3941        6.78178       0.300786E+007
  1879.30        640704.        2345.14        4898.83       0.176664E-004  0.595888E+007   12.3898        6.77763       0.303379E+007
  1900.60        640704.        2358.87        4896.98       0.176936E-004  0.596222E+007   12.3856        6.77347       0.305974E+007
  1921.91        640704.        2372.46        4895.14       0.177208E-004  0.596549E+007   12.3813        6.76931       0.308571E+007
  1943.22        640704.        2385.92        4893.28       0.177478E-004  0.596870E+007   12.3771        6.76512       0.311171E+007
  1964.52        640704.        2399.24        4891.43       0.177746E-004  0.597184E+007   12.3728        6.76093       0.313774E+007
  1985.83        640704.        2412.42        4889.58       0.178014E-004  0.597492E+007   12.3686        6.75673       0.316378E+007
  2007.14        640704.        2425.48        4887.72       0.178280E-004  0.597795E+007   12.3643        6.75252       0.318985E+007
  2028.44        640704.        2438.41        4885.86       0.178546E-004  0.598092E+007   12.3600        6.74830       0.321594E+007
  2049.75        640704.        2451.22        4884.00       0.178810E-004  0.598384E+007   12.3557        6.74406       0.324205E+007
  2071.06        640704.        2463.89        4882.14       0.179075E-004  0.598672E+007   12.3514        6.73985       0.326817E+007
